"","name","city","country","region","members","fullurl","created","past_events","upcoming_events","visibility","last_event"
"340","eRka / Cracow R Users Group","Kraków","Poland","Europe",816,"https://www.meetup.com/erkakrakow/",2014-10-19,27,1,"public",2019-06-12
"341","Data, Cloud and AI in Montreal","Montréal","Canada","US/Canada",3515,"https://www.meetup.com/Big-Data-Developers-in-Montreal/",2015-01-27,27,1,"public",2020-06-11
"342","PyData Mallorca","Palma","Spain","Europe",973,"https://www.meetup.com/PyData-Mallorca/",2016-09-12,23,0,"public",2020-01-22
"343","BelgradeR","Belgrade","Serbia","Europe",811,"https://www.meetup.com/BelgradeR/",2016-05-18,12,0,"public",2020-03-18
"344","Data science & analytics Brno","Brno","Czech Republic","Europe",651,"https://www.meetup.com/dataheads/",2015-04-27,13,0,"public",2018-12-12
"345","Warwick R User Group (R Programming Language)","Coventry","United Kingdom","Europe",364,"https://www.meetup.com/Warwick-useRs/",2017-07-08,15,0,"public",2019-11-22
"346","Data Analysis and Business Modeling (DABM) Meetup","Bangalore","India","Asia",3408,"https://www.meetup.com/Data-Analysis-and-Business-Modeling-DABM-Meetup/",2017-08-25,18,0,"public",2020-02-01
"347","Big Data Women","Boston","USA","US/Canada",618,"https://www.meetup.com/Big-Data-Women/",2014-08-27,4,0,"public",2017-05-11
"348","The Data Scientist","Cambridge","USA","US/Canada",5315,"https://www.meetup.com/The-Data-Scientist/",2012-02-22,42,0,"public",2018-08-21
"349","AI + Marketing","Montréal","Canada","US/Canada",832,"https://www.meetup.com/MAIC-marketing/",2016-03-01,4,5,"public",2016-10-27
"350","PyData Bogotá","Bogotá","Colombia","Latin America",582,"https://www.meetup.com/PyData-Bogota/",2016-02-05,4,0,"public",2019-05-25
"351","Divergence Academy Meetup","Addison","USA","US/Canada",562,"https://www.meetup.com/Divergence-Academy-Meetup/",2015-01-22,80,0,"public",2019-08-15
"352","The Data Science Interview","México City","Mexico","Latin America",94,"https://www.meetup.com/The-Data-Science-Interview/",2016-06-09,0,0,"public",1970-01-01
"353","Hacking Machine Learning","München","Germany","Europe",2150,"https://www.meetup.com/Hacking-Machine-Learning/",2017-02-23,33,0,"public",2020-07-15
"354","R-Ladies Miami","Miami","USA","US/Canada",906,"https://www.meetup.com/rladies-miami/",2017-06-03,23,1,"public",2020-05-28
"355","LondonR","London","United Kingdom","Europe",3384,"https://www.meetup.com/LondonR/",2010-02-05,78,1,"public",2020-06-23
"356","Data, Cloud and AI in Ottawa","Ottawa","Canada","US/Canada",1748,"https://www.meetup.com/Big-Data-Developers-in-Ottawa/",2014-11-28,33,1,"public",2020-06-11
"357","Barcelona R User Group","Barcelona","Spain","Europe",879,"https://www.meetup.com/BarcelonaR/",2013-10-01,27,0,"public",2020-06-11
"358","Barcelona Data Science and Machine Learning Meetup","Barcelona","Spain","Europe",2165,"https://www.meetup.com/barcelona-data-science-machine-learning/",2014-04-11,45,0,"public",2020-07-15
"359","R-Ladies Bari","Bari","Italy","Europe",52,"https://www.meetup.com/rladies-bari/",2018-05-17,9,1,"public",2020-02-28
"360","Data, Cloud and AI in Zagreb","Zagreb","Croatia","Europe",706,"https://www.meetup.com/Big-Data-Developers-in-Zagreb/",2014-12-11,22,1,"public",2020-05-19
"361","Data Visualization in Munich Meetup","München","Germany","Europe",2827,"https://www.meetup.com/Data-Visualization-Meetup-Munich/",2016-04-09,15,0,"public",2020-02-18
"362","Budapest Data & Pizza","Budapest","Hungary","Europe",207,"https://www.meetup.com/Budapest-Data-Pizza/",2019-09-02,2,0,"public",2020-02-26
"363","Data Scientist","London","United Kingdom","Europe",740,"https://www.meetup.com/Data-Scientist/",2015-07-14,3,0,"public",2016-10-08
"364","Data, Cloud and AI in Moscow","Moscow","Russia","Europe",2860,"https://www.meetup.com/Big-Data-Developers-in-Moscow/",2014-05-20,27,1,"public",2020-05-19
"365","Inteligencia Artificial Argentina","Buenos Aires","Argentina","Latin America",1557,"https://www.meetup.com/InteligenciaArtificialArgentina/",2016-02-22,38,0,"public",2019-12-12
"366","Data Viz Jam Sessions - MTL","Montréal","Canada","US/Canada",783,"https://www.meetup.com/Data-Viz-Jam-Sessions-MTL/",2017-08-02,32,0,"public",2020-02-29
"367","NY Data Wizards","New York","USA","US/Canada",1805,"https://www.meetup.com/NYData/",2013-04-08,19,0,"public",2019-04-03
"368","Mississauga Big Data Analytics Meetup","Mississauga","Canada","US/Canada",623,"https://www.meetup.com/Mississauga-Big-Data-Analytics-Meetup/",2014-02-12,31,0,"public",2019-12-13
"369","Upstate Data Analytics","Spartanburg","USA","US/Canada",211,"https://www.meetup.com/Upstate-Data-Analytics/",2014-10-01,8,0,"public",2018-03-20
"370","Data+Visualization Detroit","Detroit","USA","US/Canada",820,"https://www.meetup.com/Data-Visualization-Detroit/",2013-07-28,18,0,"public",2017-01-26
"371","Data Analytics: Using Modern BI to make better decisions","Saint Louis","USA","US/Canada",155,"https://www.meetup.com/Data-Analytics-Using-Modern-BI-to-make-better-decisions/",2018-03-05,1,0,"public",2018-03-13
"372","Data, Cloud and AI in Tucson","Tucson","USA","US/Canada",371,"https://www.meetup.com/Big-Data-Developers-in-Tucson/",2015-01-27,25,1,"public",2020-06-11
"373","Future Chief Data Scientists in Orange County, CA","Orange","USA","US/Canada",814,"https://www.meetup.com/Future-Chief-Data-Scientists-in-Orange-County-CA/",2013-02-03,32,0,"public",2018-01-21
"374","Big Data Visualization Tokyo","Tokyo","Japan","Asia",323,"https://www.meetup.com/Big-Data-Visualization-Tokyo/",2014-02-21,1,0,"public",2016-01-20
"375","Data, Cloud and AI in Tokyo","Tokyo","Japan","Asia",1618,"https://www.meetup.com/Big-Data-Developers-in-Tokyo/",2014-10-22,54,1,"public",2020-05-18
"376","Christchurch Big Data","Christchurch","New Zealand","Australia",367,"https://www.meetup.com/Christchurch-Big-Data-Meetup/",2016-02-28,18,0,"public",2018-02-19
"377","Data + AI Online Meetup","San Francisco","USA","US/Canada",3977,"https://www.meetup.com/data-ai-online/",2015-06-07,32,0,"public",2020-06-22
"378","Citizen Data Scientists - Melbourne","Melbourne","Australia","Australia",4520,"https://www.meetup.com/Citizen/",2015-08-29,28,1,"public",2020-06-25
"379","Analytics Vidhya Delhi","Delhi","India","Asia",1916,"https://www.meetup.com/Analytics-Vidhya-Delhi/",2013-08-10,67,0,"public",2020-07-16
"380","Data, Cloud and AI in Vienna","Vienna","Austria","Europe",1624,"https://www.meetup.com/Big-Data-Developers-in-Vienna/",2014-05-16,43,1,"public",2020-05-28
"381","NYC Data Wranglers","New York","USA","US/Canada",3017,"https://www.meetup.com/NYC-Data-Wranglers/",2014-01-03,49,0,"public",2017-04-18
"382","The Data Scientist - San Francisco","San Francisco","USA","US/Canada",1028,"https://www.meetup.com/The-Data-Scientist_San-Francisco/",2014-07-22,6,0,"public",2018-11-16
"383","Data Hackers: San Francisco","San Francisco","USA","US/Canada",892,"https://www.meetup.com/datahackers/",2013-05-30,30,0,"public",2020-06-16
"384","South Florida Business Intelligence Meetup Group","Miami","USA","US/Canada",34,"https://www.meetup.com/South-Florida-Business-Intelligence-Meetup-Group/",2019-07-23,0,0,"public",1970-01-01
"385","Cork Big Data & Analytics Group","Cork","Ireland","Europe",1149,"https://www.meetup.com/Cork-Big-Data-Analytics-Group/",2013-06-24,26,0,"public_limited",2019-02-27
"386","Open Source Programming, Analytics, Automation, and More!","New York","USA","US/Canada",993,"https://www.meetup.com/Open-Source-Programming-Analytics-Automation-and-More/",2018-10-16,6,0,"public",2020-05-07
"387","HKBI - Hong Kong Business Intelligence Meetup","Hong Kong","Hong Kong","Asia",369,"https://www.meetup.com/HKBI-Hong-Kong-Business-Intelligence-Meetup/",2016-04-18,3,0,"public",2019-07-18
"388","DataBeers Milano","Milano","Italy","Europe",724,"https://www.meetup.com/DataBeers-Milano/",2017-12-20,5,0,"public",2019-02-21
"389","FrenchData","Paris","France","Europe",3881,"https://www.meetup.com/FrenchData/",2016-01-31,11,0,"public",2019-12-17
"390","R-Ladies Bariloche","San Carlos de Bariloche","Argentina","Latin America",232,"https://www.meetup.com/rladies-bariloche/",2018-05-10,12,0,"public",2020-06-29
"391","Istanbul KNIME Users","Istanbul","Turkey","Europe",727,"https://www.meetup.com/Istanbul-KNIME-Users/",2014-03-17,26,2,"public",2020-07-13
"392","Berlin KNIME Users","Berlin","Germany","Europe",482,"https://www.meetup.com/Berlin-KNIME-Users/",2013-10-04,35,2,"public",2020-07-13
"393","EswatiniUseR Group","Manzini","Swaziland","Africa",49,"https://www.meetup.com/EswatiniUseR/",2019-08-11,2,0,"public",2020-03-11
"394","Life Sciences Data Scientists Meetup","Bangalore","India","Asia",185,"https://www.meetup.com/Life-Sciences-Data-Scientists-Meetup/",2014-11-15,1,0,"public",2015-02-28
"395","Valledupar Analítica R","Valledupar","Colombia","Latin America",160,"https://www.meetup.com/Valledupar-Analitica-R/",2018-06-17,6,0,"public",2019-06-22
"396","Barranquilla Analítica R","Barranquilla","Colombia","Latin America",391,"https://www.meetup.com/Barranquilla-Analitica-R/",2018-05-26,7,0,"public",2019-06-28
"397","CalgaryR","Calgary","Canada","US/Canada",1138,"https://www.meetup.com/calgaryr/",2015-04-14,38,0,"public",2019-11-21
"398","New York Open Statistical Programming Meetup","New York","USA","US/Canada",11671,"https://www.meetup.com/nyhackr/",2009-03-12,120,1,"public",2020-06-22
"399","R-Ladies Buenos Aires","Buenos Aires","Argentina","Latin America",1097,"https://www.meetup.com/rladies-buenos-aires/",2017-01-03,27,1,"public",2020-07-01
"400","R-Ladies La Paz","La Paz","Bolivia","Latin America",245,"https://www.meetup.com/rladies-la-paz/",2018-10-23,21,0,"public",2020-07-01
"401","R-Ladies Santa Fe","Santa Fe","Argentina","Latin America",193,"https://www.meetup.com/rladies-santa-fe/",2018-05-08,13,1,"public",2020-07-01
"402","Birmingham R User Group (R Programming Language)","Birmingham","United Kingdom","Europe",675,"https://www.meetup.com/BirminghamR/",2011-12-05,23,1,"public",2020-05-20
"403","R-Ladies Resistencia-Corrientes","Corrientes","Argentina","Latin America",98,"https://www.meetup.com/rladies-resistencia-corrientes/",2018-06-08,8,1,"public_limited",2020-07-01
"404","Greater Nashville Healthcare Analytics","Nashville","USA","US/Canada",1640,"https://www.meetup.com/Greater-Nashville-Healthcare-Analytics/",2015-12-17,43,0,"public",2020-06-16
"405","DataViz Nantes","Nantes","France","Europe",960,"https://www.meetup.com/DataViz-Nantes/",2016-09-15,13,0,"public",2020-03-12
"406","Mulhouse Machine Learning Meetup","Mulhouse","France","Europe",144,"https://www.meetup.com/Mulhouse-Machine-Learning-Meetup/",2014-07-25,4,0,"public",2017-04-26
"407","Stuttgart Predictive Analytics, Predictive Maintenance, AI","Stuttgart","Germany","Europe",360,"https://www.meetup.com/Stuttgart-Predictive-Analytics-Predictive-Maintenance-AI/",2016-01-30,2,0,"public_limited",2016-11-08
"408","Trojmiasto Spark Meetup","Gdansk","Poland","Europe",178,"https://www.meetup.com/Trojmiasto-Spark-Meetup/",2017-11-27,2,0,"public",2018-04-18
"409","United Arab Emirates (UAE) Data Scientists Meetup","Abu Dhabi","U.A.E.","Asia",813,"https://www.meetup.com/United-Arab-Emirates-UAE-Data-Scientists-Meetup/",2015-06-13,18,0,"public_limited",2020-07-14
"410","rMoscow","Moscow","Russia","Europe",605,"https://www.meetup.com/rMoscow/",2014-06-16,7,0,"public",2020-01-16
"411","Bangalore Baby Hadoop group","Bangalore","India","Asia",2916,"https://www.meetup.com/Bangalore-Baby-Hadoop-group/",2013-04-07,29,0,"public",2018-09-08
"412","Boston Predictive Analytics","Cambridge","USA","US/Canada",3403,"https://www.meetup.com/Boston-Predictive-Analytics/",2010-07-16,53,0,"public",2016-07-17
"413","Statistical Programming DC","Washington","USA","US/Canada",6329,"https://www.meetup.com/stats-prog-dc/",2009-08-10,80,0,"public",2020-04-29
"414","Idaho Business Analytics","Boise","USA","US/Canada",37,"https://www.meetup.com/Idaho-Business-Analytics/",2018-01-09,0,0,"public",1970-01-01
"415","Manchester R user Group","Manchester","United Kingdom","Europe",1021,"https://www.meetup.com/Manchester-R/",2013-01-07,29,0,"public",2020-02-12
"416","sonRaí","Galway","Ireland","Europe",134,"https://www.meetup.com/sonRai/",2018-02-16,5,0,"public",2019-11-14
"417","Stockholm R useR group (SRUG)","Stockholm","Sweden","Europe",1147,"https://www.meetup.com/StockholmR/",2012-07-23,33,0,"public",2019-06-13
"418","Eugene R Users","Eugene","USA","US/Canada",117,"https://www.meetup.com/meetup-group-cwPiAlnB/",2017-12-13,12,0,"public",2020-01-23
"419","Tokyo Machine Learning Gym","Tokyo","Japan","Asia",966,"https://www.meetup.com/Tokyo-Machine-Learning-Gym/",2016-03-29,7,0,"public",2017-10-21
"420","R-Ladies Adelaide","Adelaide","Australia","Australia",306,"https://www.meetup.com/rladies-adelaide/",2017-02-02,9,0,"public",2019-10-02
"421","Campus useR Group Frankfurt","Frankfurt","Germany","Europe",180,"https://www.meetup.com/r-frankfurt/",2019-01-24,14,1,"public",2020-06-25
"422","Uppsala.R","Uppsala","Sweden","Europe",41,"https://www.meetup.com/Uppsala-R/",2020-01-11,5,0,"public",2020-06-17
"423","R-Ladies Chicago","Chicago","USA","US/Canada",1133,"https://www.meetup.com/rladies-chicago/",2017-07-05,37,0,"public",2020-05-30
"424","Buffalo R","Buffalo","USA","US/Canada",74,"https://www.meetup.com/Buffalo-R/",2019-06-27,4,0,"public",2020-04-01
"425","Statistical Society of Australia, Victorian Branch","Melbourne","Australia","Australia",2533,"https://www.meetup.com/Statistical-Society-of-Australia-Victorian-Branch/",2013-07-29,78,4,"public",2020-06-23
"426","R-Ladies Vancouver","Vancouver","Canada","US/Canada",458,"https://www.meetup.com/rladies-vancouver/",2017-10-06,25,0,"public",2020-07-11
"427","Mcoder.ai","Querétaro","Mexico","Latin America",4,"https://www.meetup.com/McoderAI/",2020-07-02,7,0,"public",2020-07-07
"428","Poznański Horyzont Danych","Poznan","Poland","Europe",184,"https://www.meetup.com/Poznański-Horyzont-Danych/",2019-03-04,1,0,"public",2019-04-04
"429","PyData Guatemala","Guatemala","Guatemala","Latin America",253,"https://www.meetup.com/PyData-Guatemala/",2018-03-13,1,0,"public",2018-04-21
"430","AI & Machine Learning","Brussels","Belgium","Europe",613,"https://www.meetup.com/AI-Machine-Learning/",2018-01-05,4,0,"public",2020-04-24
"431","R-Ladies L'viv","L'viv","Ukraine","Europe",29,"https://www.meetup.com/rladies-lviv/",2019-08-31,4,0,"public",2019-10-18
"432","R-Ladies Boulder","Boulder","USA","US/Canada",137,"https://www.meetup.com/rladies-boulder/",2018-06-11,7,2,"public",2020-07-15
"433","R-Ladies Montpellier","Montpellier","France","Europe",124,"https://www.meetup.com/rladies-montpellier/",2018-10-17,7,0,"public",2020-02-19
"434","UseRS","Porto Alegre","Brazil","Latin America",675,"https://www.meetup.com/UseRS_/",2015-12-22,12,0,"public",2019-11-13
"435","Predictive Modellers - Workshop","Hyderabad","India","Asia",315,"https://www.meetup.com/Predictive-Modellers-Meetup/",2014-07-21,3,0,"public",2014-09-06
"436","Statistical Seminars","Washington","USA","US/Canada",1368,"https://www.meetup.com/Statistical-seminars/",2015-12-24,63,0,"public_limited",2019-02-02
"437","R-Ladies Santiago","Santiago","Chile","Latin America",2014,"https://www.meetup.com/rladies-scl/",2017-07-18,37,0,"public",2020-07-14
"438","México City Business Analytics Users Group","México City","Mexico","Latin America",1517,"https://www.meetup.com/Mexico-City-Business-Analytics-Users/",2014-12-08,21,0,"public",2019-05-17
"439","R-Ladies Columbus","Columbus","USA","US/Canada",820,"https://www.meetup.com/rladies-columbus/",2016-10-04,37,1,"public",2020-07-15
"440","R-Ladies Auckland","Auckland","New Zealand","Australia",670,"https://www.meetup.com/rladies-auckland/",2017-11-20,24,1,"public",2020-06-16
"441","R-Ladies Sydney","Sydney","Australia","Australia",760,"https://www.meetup.com/rladies-sydney/",2018-05-09,34,1,"public",2020-07-07
"442","R-Ladies Brisbane","Brisbane","Australia","Australia",312,"https://www.meetup.com/rladies-brisbane/",2018-05-10,12,0,"public",2020-07-01
"443","R-Ladies Porto Alegre","Porto Alegre","Brazil","Latin America",325,"https://www.meetup.com/rladies-porto-alegre/",2017-10-30,6,1,"public",2019-12-16
"444","R-Ladies Goiânia","Goiania","Brazil","Latin America",109,"https://www.meetup.com/rladies-goiania/",2019-05-06,3,2,"public",2020-07-04
"445","R-Ladies Santa Rosa","Santa Rosa","Argentina","Latin America",69,"https://www.meetup.com/rladies-santa-rosa/",2017-04-06,13,1,"public",2020-07-01
"446","UMUR: Usuarios Murcia R","Murcia","Spain","Europe",16,"https://www.meetup.com/UMUR-Usuarios-Murcia-R/",2020-04-01,1,0,"public",2020-04-21
"447","Machine Learning Spain","Madrid","Spain","Europe",5073,"https://www.meetup.com/MachineLearningSpain/",2014-08-20,45,0,"public",2020-02-20
"448","R-Ladies Novi Sad","Novi Sad","Serbia","Europe",131,"https://www.meetup.com/rladies-novi-sad/",2019-05-24,6,0,"public",2019-12-21
"449","R Addicts Paris","Paris","France","Europe",1737,"https://www.meetup.com/rparis/",2013-03-21,27,0,"public",2020-01-16
"450","R-Ladies Budapest","Budapest","Hungary","Europe",858,"https://www.meetup.com/rladies-budapest/",2017-01-24,33,0,"public",2020-01-29
"451","R-Ladies Vienna","Vienna","Austria","Europe",219,"https://www.meetup.com/rladies-vienna/",2018-09-17,10,0,"public",2019-11-29
"452","R-Ladies Kyiv","Kyiv","Ukraine","Europe",297,"https://www.meetup.com/rladies-kyiv/",2019-02-15,15,0,"public",2020-02-06
"453","Dr. Stats","Belo Horizonte","Brazil","Latin America",50,"https://www.meetup.com/Dr-Stats/",2016-10-15,1,0,"public",2016-10-27
"454","São Paulo R Users Group","São Paulo","Brazil","Latin America",1988,"https://www.meetup.com/useR-SP/",2015-05-30,24,0,"public_limited",2016-12-23
"455","R-Ladies Montevideo","Montevideo","Uruguay","Latin America",352,"https://www.meetup.com/rladies-montevideo/",2017-06-02,13,0,"public",2020-05-28
"456","GURU::mvd","Montevideo","Uruguay","Latin America",337,"https://www.meetup.com/GURU-mvd/",2018-10-04,5,0,"public",2020-01-29
"457","NYC Deep Learning Research Meetup","New York","USA","US/Canada",277,"https://www.meetup.com/Deep-Learning-Research-NYC/",2018-05-08,2,0,"public",2018-05-24
"458","NYC Stats Programming Master Classes","New York","USA","US/Canada",704,"https://www.meetup.com/datascienceclasses/",2013-01-25,5,0,"public",2014-02-24
"459","NYC Julia User Group","New York","USA","US/Canada",724,"https://www.meetup.com/julia-nyc/",2013-08-08,14,0,"public",2020-04-17
"460","R-Ladies Cusco","Cusco","Peru","Latin America",12,"https://www.meetup.com/rladies-cusco/",2020-05-09,1,0,"public",2020-07-01
"461","R-Ladies Toronto","Toronto","Canada","US/Canada",536,"https://www.meetup.com/rladies-toronto/",2018-09-18,5,0,"public",2019-10-05
"462","Learning Analytics Perú","Lima","Peru","Latin America",251,"https://www.meetup.com/Learning-Analytics-Peru/",2018-06-04,3,0,"public",2019-05-09
"463","Chiang Mai R Users Group","Chiang Mai","Thailand","Asia",81,"https://www.meetup.com/ChiangMaiR/",2015-04-14,0,0,"public",1970-01-01
"464","R-Ladies Xalapa","Xalapa","Mexico","Latin America",224,"https://www.meetup.com/rladies-xalapa/",2018-07-30,15,0,"public_limited",2020-02-15
"465","Querétaro Business Analytics Users Group","Querétaro","Mexico","Latin America",391,"https://www.meetup.com/Queretaro-Business-Analytics-Users-Group/",2015-11-10,5,0,"public",2018-02-02
"466","R-Ladies Tucson AZ","Tucson","USA","US/Canada",268,"https://www.meetup.com/rladies-tucson-az/",2017-11-14,13,0,"public",2020-03-07
"467","R-Ladies Perth","Perth","Australia","Australia",245,"https://www.meetup.com/rladies-perth/",2018-10-23,10,0,"public",2019-12-17
"468","R, ML and AI in Sydney","Sydney","Australia","Australia",190,"https://www.meetup.com/R-ML-and-AI-in-Sydney/",2019-01-12,0,0,"public",1970-01-01
"469","R-Ladies Christchurch","Christchurch","New Zealand","Australia",81,"https://www.meetup.com/rladies-christchurch/",2019-05-04,7,0,"public",2019-11-12
"470","R-Ladies Melbourne","Melbourne","Australia","Australia",1506,"https://www.meetup.com/rladies-melbourne/",2016-09-02,56,1,"public",2020-06-22
"471","Machine Learning Milan","Milano","Italy","Europe",2843,"https://www.meetup.com/Machine-Learning-Milan/",2017-05-31,27,1,"public",2020-06-04
"472","R-Ladies Niterói","Niterói","Brazil","Latin America",565,"https://www.meetup.com/rladies-niteroi/",2018-06-04,8,0,"public",2020-06-27
"473","R-Ladies Freiburg","Freiburg","Germany","Europe",166,"https://www.meetup.com/rladies-freiburg/",2019-01-23,24,0,"public",2020-07-01
"474","R-Ladies Cambridge","Cambridge","United Kingdom","Europe",197,"https://www.meetup.com/rladies-cambridge/",2017-11-10,1,1,"public",2019-09-13
"475","R-Ladies Rotterdam","Rotterdam","Netherlands","Europe",439,"https://www.meetup.com/rladies-rotterdam/",2017-12-05,13,0,"public",2020-07-07
"476","R-Ladies Irvine","Irvine","USA","US/Canada",406,"https://www.meetup.com/rladies-irvine/",2018-03-13,16,1,"public",2020-05-20
"477","R-Ladies Twin Cities","Minneapolis","USA","US/Canada",364,"https://www.meetup.com/rladies-tc/",2015-04-01,40,1,"public",2020-05-14
"478","R-Ladies London","London","United Kingdom","Europe",1534,"https://www.meetup.com/rladies-london/",2016-01-31,55,0,"public",2020-06-25
"479","R-Ladies Utrecht","Utrecht","Netherlands","Europe",134,"https://www.meetup.com/rladies-utrecht/",2019-06-10,2,0,"public",2020-06-23
"480","R-Ladies Bucharest","Bucharest","Romania","Europe",154,"https://www.meetup.com/rladies-bucharest/",2019-05-09,10,0,"public",2020-06-30
"481","trigeR - Trójmiejska Grupa Entuzjastów R","Gdansk","Poland","Europe",322,"https://www.meetup.com/Trojmiejska-Grupa-Entuzjastow-R/",2016-12-14,18,1,"public",2020-07-13
"482","R-Ladies Riverside","Riverside","USA","US/Canada",227,"https://www.meetup.com/rladies-riverside/",2019-08-02,6,1,"public",2020-06-03
"483","R-Ladies Belgrade","Belgrade","Serbia","Europe",445,"https://www.meetup.com/rladies-belgrade/",2017-09-15,21,0,"public",2020-06-16
"484","AthensR","Athens","Greece","Europe",191,"https://www.meetup.com/AthensR/",2015-04-16,0,0,"public",1970-01-01
"485","R@Minho","Braga","Portugal","Europe",44,"https://www.meetup.com/R-Minho/",2015-10-06,0,0,"public",1970-01-01
"486","R-Ladies Lyon","Lyon","France","Europe",74,"https://www.meetup.com/rladies-lyon/",2018-10-29,4,0,"public",2019-11-04
"487","BaselR","Basel","Switzerland","Europe",496,"https://www.meetup.com/BaselR/",2010-04-13,25,0,"public_limited",2020-03-14
"488","R Lille","Lille","France","Europe",81,"https://www.meetup.com/R-Lille/",2020-02-05,0,0,"public",1970-01-01
"489","R-Ladies Brussels","Brussels","Belgium","Europe",227,"https://www.meetup.com/rladies-brussels/",2017-08-15,10,0,"public",2019-03-30
"490","R-Ladies Nijmegen","Nijmegen","Netherlands","Europe",332,"https://www.meetup.com/rladies-nijmegen/",2018-05-05,11,0,"public",2020-06-11
"491","R-Ladies Copenhagen","Copenhagen","Denmark","Europe",441,"https://www.meetup.com/rladies-copenhagen/",2017-11-20,10,0,"public",2019-12-05
"492","R-Ladies Edinburgh","Edinburgh","United Kingdom","Europe",373,"https://www.meetup.com/rladies-edinburgh/",2018-07-27,9,0,"public",2020-03-18
"493","R Glasgow","Glasgow","United Kingdom","Europe",249,"https://www.meetup.com/RGlasgow/",2019-04-24,5,0,"public",2020-02-13
"494","R-Ladies Stockholm","Stockholm","Sweden","Europe",369,"https://www.meetup.com/rladies-stockholm/",2018-08-16,7,0,"public",2019-11-26
"495","Campinas Julia Language Meetup","Campinas","Brazil","Latin America",117,"https://www.meetup.com/Campinas-Julia-Language-Meetup/",2014-11-06,0,0,"public",1970-01-01
"496","R-Ladies Pune","Pune","India","Asia",136,"https://www.meetup.com/rladies-pune/",2019-09-29,5,0,"public",2020-02-22
"497","R-Ladies Chennai","Chennai","India","Asia",312,"https://www.meetup.com/rladies-chennai/",2017-10-15,5,0,"public",2019-03-05
"498","R-Ladies Highland Park","Highland Park","USA","US/Canada",70,"https://www.meetup.com/rladies-highland-park/",2019-05-09,4,0,"public",2019-12-02
"499","Manassas Machine Learning 101 and Beyond","Manassas","USA","US/Canada",79,"https://www.meetup.com/Manassas-Machine-Learning-101-and-Beyond-Meetup-Group/",2019-08-03,1,0,"public",2019-10-05
"500","R-Ladies Kathmandu","Kathmandu","Nepal","Asia",79,"https://www.meetup.com/rladies-kathmandu/",2018-10-01,4,0,"public",2020-03-28
"501","R-Ladies Orlando","Orlando","USA","US/Canada",327,"https://www.meetup.com/rladies-orlando/",2017-06-05,17,0,"public",2019-05-29
"502","R-Ladies Iowa City","Iowa City","USA","US/Canada",103,"https://www.meetup.com/rladies-iowa-city/",2018-09-18,5,0,"public",2019-10-17
"503","R-Ladies Des Moines","Des Moines","USA","US/Canada",27,"https://www.meetup.com/rladies-des-moines/",2018-09-23,4,0,"public",2019-05-20
"504","R-Ladies Kansas City","Kansas City","USA","US/Canada",59,"https://www.meetup.com/rladies-kansas-city/",2019-07-19,4,0,"public",2020-02-14
"505","R-Ladies Houston","Houston","USA","US/Canada",87,"https://www.meetup.com/rladies-houston/",2018-12-07,0,0,"public",1970-01-01
"506","ShenzhenR","Las Vegas","USA","US/Canada",14,"https://www.meetup.com/ShenzhenR/",2017-12-07,0,0,"public",1970-01-01
"507","R-Ladies San Francisco","San Francisco","USA","US/Canada",1610,"https://www.meetup.com/rladies-san-francisco/",2012-10-01,58,0,"public",2020-01-31
"508","R-Ladies Remote","San Francisco","USA","US/Canada",330,"https://www.meetup.com/rladies-remote/",2018-06-19,9,0,"public",2019-12-17
"509","R-Ladies Ottawa","Ottawa","Canada","US/Canada",179,"https://www.meetup.com/rladies-ottawa/",2018-12-05,4,0,"public",2020-07-07
"510","R-Ladies Oslo","Oslo","Norway","Europe",507,"https://www.meetup.com/rladies-oslo/",2018-02-26,10,2,"public",2020-05-11
"511","R-Ladies Montreal","Montréal","Canada","US/Canada",506,"https://www.meetup.com/rladies-montreal/",2017-09-14,16,2,"public",2020-02-20
"512","Spain Quantum Computing","Madrid","Spain","Europe",217,"https://www.meetup.com/Madrid-Quantum-Computing-Meetup/",2017-08-29,2,0,"public",2017-12-19
"513","Bots,AR,PWeb-Mobile,ServerlessCC & BChain  Codeseeker's","Bangalore","India","Asia",802,"https://www.meetup.com/Bots-AR-PWeb-Mobile-ServerlessCC-BChain-Codeseekers/",2016-12-15,33,0,"public",2020-04-13
"514","American Statistical Association - Philadelphia (ASA-P)","Philadelphia","USA","US/Canada",83,"https://www.meetup.com/amstatphilly/",2018-08-11,1,0,"public",2019-12-05
"515","R-Ladies Valparaíso","Valparaíso","Chile","Latin America",240,"https://www.meetup.com/rladies-valparaiso/",2018-05-18,15,0,"public",2020-07-14
"516","Bay Area entrepreneurs in statistics","Oakland","USA","US/Canada",1300,"https://www.meetup.com/Bay-Area-entrepreneur-in-statistics/",2014-07-21,27,0,"public",2020-04-04
"517","MLGeek Brussels","Brussels","Belgium","Europe",702,"https://www.meetup.com/MLGeek-Brussels/",2013-03-14,24,0,"public",2017-05-09
"518","Chicago Chapter American Statistical Association","Chicago","USA","US/Canada",575,"https://www.meetup.com/Chicago-Chapter-American-Statistical-Association/",2012-09-17,46,0,"public",2019-06-14
"519","NYC Data Science, ML, AI Platform","New York","USA","US/Canada",291,"https://www.meetup.com/NYC-Data-Science-ML-AI-Platform/",2020-03-22,26,5,"public",2020-07-13
"520","Data Science Raleigh","Raleigh","USA","US/Canada",483,"https://www.meetup.com/Data-Science-NC/",2019-07-01,6,1,"public",2020-07-09
